ATCC8482_locus_tag	CL09_locus_tag	ATCC8482_gene	CL09_gene	ATCC8482_product	CL09_product	forward_bitscore	reverse_bitscore	forward_pident	reverse_pident	forward_qcovs	reverse_qcovs
JJAGMNAF_03269	BHNFMJIF_03886	atoC_2	atoC_3	Regulatory protein AtoC	Regulatory protein AtoC	923.0	923.0	99.56	99.56	100.0	100.0
JJAGMNAF_03270	BHNFMJIF_03887	sasA_8	sasA_11	Adaptive-response sensory-kinase SasA	Adaptive-response sensory-kinase SasA	917.0	917.0	99.774	99.774	100.0	100.0
JJAGMNAF_03277	BHNFMJIF_03841			hypothetical protein	hypothetical protein	155.0	172.0	88.095	97.59	89.0	91.0
JJAGMNAF_03278	BHNFMJIF_03842			hypothetical protein	hypothetical protein	270.0	270.0	88.356	88.356	95.0	100.0
JJAGMNAF_03279	BHNFMJIF_03843			hypothetical protein	hypothetical protein	418.0	418.0	97.17	97.17	100.0	95.0
JJAGMNAF_03281	BHNFMJIF_03902			hypothetical protein	hypothetical protein	415.0	428.0	84.252	84.314	93.0	83.0
JJAGMNAF_03287	BHNFMJIF_03165			hypothetical protein	hypothetical protein	662.0	662.0	99.153	99.153	99.0	99.0
JJAGMNAF_03288	BHNFMJIF_03166			hypothetical protein	hypothetical protein	82.8	82.8	100.0	100.0	100.0	100.0
JJAGMNAF_03289	BHNFMJIF_03167			TonB-dependent receptor P3	TonB-dependent receptor P3	2009.0	2020.0	99.605	99.704	100.0	96.0
JJAGMNAF_03290	BHNFMJIF_03168			SusD-like protein P2	SusD-like protein P2	921.0	920.0	100.0	100.0	99.0	79.0
JJAGMNAF_03291	BHNFMJIF_03169			Cyclic nucleotide-gated potassium channel	Cyclic nucleotide-gated potassium channel	255.0	255.0	96.899	96.899	100.0	100.0
JJAGMNAF_03299	BHNFMJIF_03179			hypothetical protein	hypothetical protein	178.0	178.0	100.0	100.0	100.0	100.0
JJAGMNAF_03300	BHNFMJIF_03180	wbgN	wbgN	Alpha-1,2-colitosyltransferase	Alpha-1,2-colitosyltransferase	592.0	592.0	100.0	100.0	100.0	100.0
JJAGMNAF_03301	BHNFMJIF_03181			hypothetical protein	hypothetical protein	93.6	93.6	100.0	100.0	100.0	100.0
JJAGMNAF_03302	BHNFMJIF_03182	mscS_2	mscS_2	Small-conductance mechanosensitive channel	Small-conductance mechanosensitive channel	526.0	526.0	100.0	100.0	100.0	100.0
JJAGMNAF_03303	BHNFMJIF_03183			hypothetical protein	hypothetical protein	455.0	455.0	97.778	97.778	100.0	100.0
JJAGMNAF_03304	BHNFMJIF_03184			hypothetical protein	hypothetical protein	469.0	432.0	99.603	99.576	100.0	93.0
JJAGMNAF_03305	BHNFMJIF_04125			hypothetical protein	hypothetical protein	397.0	397.0	100.0	100.0	93.0	100.0
JJAGMNAF_03306	BHNFMJIF_04126			hypothetical protein	hypothetical protein	104.0	104.0	100.0	100.0	100.0	100.0
JJAGMNAF_03307	BHNFMJIF_04127			hypothetical protein	hypothetical protein	285.0	284.0	99.27	99.27	71.0	79.0
JJAGMNAF_03309	BHNFMJIF_03186	fldA	fldA	Flavodoxin 1	Flavodoxin 1	330.0	330.0	100.0	100.0	100.0	100.0
JJAGMNAF_03310	BHNFMJIF_03187			hypothetical protein	hypothetical protein	233.0	233.0	100.0	100.0	100.0	100.0
JJAGMNAF_03311	BHNFMJIF_03188			hypothetical protein	hypothetical protein	84.0	84.0	100.0	100.0	100.0	100.0
JJAGMNAF_03312	BHNFMJIF_03189			hypothetical protein	hypothetical protein	85.5	85.5	100.0	100.0	75.0	75.0
JJAGMNAF_03313	BHNFMJIF_03190	trxA	trxA	Thioredoxin 1	Thioredoxin 1	202.0	202.0	100.0	100.0	100.0	100.0
JJAGMNAF_03314	BHNFMJIF_03191	aspS	aspS	Aspartate--tRNA ligase	Aspartate--tRNA ligase	1217.0	1217.0	99.83	99.83	100.0	100.0
JJAGMNAF_03315	BHNFMJIF_03192	ogt_1	ogt_2	Methylated-DNA--protein-cysteine methyltransferase	Methylated-DNA--protein-cysteine methyltransferase	301.0	301.0	98.857	98.857	100.0	100.0
JJAGMNAF_03316	BHNFMJIF_03193			hypothetical protein	hypothetical protein	365.0	365.0	100.0	100.0	92.0	92.0
JJAGMNAF_03317	BHNFMJIF_03194	ctu	ctu	Citrullinase	Citrullinase	582.0	582.0	99.661	99.661	100.0	100.0
JJAGMNAF_03318	BHNFMJIF_03195	aguA	aguA	Putative agmatine deiminase	Putative agmatine deiminase	714.0	714.0	99.707	99.707	100.0	100.0
JJAGMNAF_03319	BHNFMJIF_03196			hypothetical protein	hypothetical protein	3013.0	3013.0	99.798	99.798	100.0	100.0
JJAGMNAF_03320	BHNFMJIF_03197			hypothetical protein	hypothetical protein	275.0	271.0	98.93	98.93	100.0	100.0
JJAGMNAF_03321	BHNFMJIF_03198	nhaC	nhaC	Na(+)/H(+) antiporter NhaC	Na(+)/H(+) antiporter NhaC	862.0	862.0	100.0	100.0	100.0	100.0
JJAGMNAF_03322	BHNFMJIF_03199	pepE_2	pepE_2	Aminopeptidase E	Aminopeptidase E	915.0	915.0	99.782	99.782	100.0	100.0
JJAGMNAF_03326	BHNFMJIF_03203			hypothetical protein	hypothetical protein	98.6	98.6	94.828	94.828	100.0	100.0
JJAGMNAF_03328	BHNFMJIF_03205	nqrA	nqrA	Na(+)-translocating NADH-quinone reductase subunit A	Na(+)-translocating NADH-quinone reductase subunit A	922.0	922.0	100.0	100.0	100.0	100.0
JJAGMNAF_03329	BHNFMJIF_03206	nqrB	nqrB	Na(+)-translocating NADH-quinone reductase subunit B	Na(+)-translocating NADH-quinone reductase subunit B	787.0	787.0	100.0	100.0	100.0	100.0
JJAGMNAF_03330	BHNFMJIF_03207	nqrC	nqrC	Na(+)-translocating NADH-quinone reductase subunit C	Na(+)-translocating NADH-quinone reductase subunit C	427.0	427.0	91.518	91.518	100.0	100.0
JJAGMNAF_03331	BHNFMJIF_03208	nqrD	nqrD	Na(+)-translocating NADH-quinone reductase subunit D	Na(+)-translocating NADH-quinone reductase subunit D	385.0	385.0	100.0	100.0	100.0	100.0
JJAGMNAF_03332	BHNFMJIF_03209	nqrE	nqrE	Na(+)-translocating NADH-quinone reductase subunit E	Na(+)-translocating NADH-quinone reductase subunit E	349.0	349.0	99.495	99.495	100.0	100.0
JJAGMNAF_03333	BHNFMJIF_03210	nqrF	nqrF	Na(+)-translocating NADH-quinone reductase subunit F	Na(+)-translocating NADH-quinone reductase subunit F	770.0	769.0	100.0	100.0	99.0	100.0
JJAGMNAF_03334	BHNFMJIF_03211	dbpA	dbpA	ATP-dependent RNA helicase DbpA	ATP-dependent RNA helicase DbpA	866.0	866.0	99.542	99.542	100.0	100.0
JJAGMNAF_03335	BHNFMJIF_03212	serC	serC	Phosphoserine aminotransferase	Phosphoserine aminotransferase	743.0	743.0	100.0	100.0	100.0	100.0
JJAGMNAF_03336	BHNFMJIF_03213			Hydroxypyruvate reductase	Hydroxypyruvate reductase	590.0	590.0	100.0	100.0	100.0	100.0
JJAGMNAF_03337	BHNFMJIF_03214			hypothetical protein	hypothetical protein	859.0	859.0	100.0	100.0	100.0	100.0
JJAGMNAF_03338	BHNFMJIF_03215			hypothetical protein	hypothetical protein	568.0	568.0	100.0	100.0	100.0	100.0
JJAGMNAF_03339	BHNFMJIF_03216			hypothetical protein	hypothetical protein	1595.0	1595.0	99.609	99.609	100.0	100.0
JJAGMNAF_03340	BHNFMJIF_03217			hypothetical protein	hypothetical protein	165.0	165.0	100.0	100.0	100.0	100.0
JJAGMNAF_03341	BHNFMJIF_03218			hypothetical protein	hypothetical protein	367.0	367.0	100.0	100.0	100.0	100.0
JJAGMNAF_03342	BHNFMJIF_03219			Putative phosphatase	Putative phosphatase	545.0	545.0	100.0	100.0	100.0	100.0
JJAGMNAF_03343	BHNFMJIF_03220			hypothetical protein	hypothetical protein	791.0	791.0	100.0	100.0	95.0	95.0
JJAGMNAF_03344	BHNFMJIF_03221	sapB	sapB	Protein SapB	Protein SapB	414.0	414.0	100.0	100.0	99.0	100.0
JJAGMNAF_03345	BHNFMJIF_03222	srrB	srrB	Sensor protein SrrB	Sensor protein SrrB	877.0	877.0	100.0	100.0	100.0	100.0
JJAGMNAF_03346	BHNFMJIF_03223	kdpD	kdpD	Sensor protein KdpD	Sensor protein KdpD	763.0	763.0	99.733	99.733	100.0	100.0
JJAGMNAF_03347	BHNFMJIF_03224			hypothetical protein	hypothetical protein	557.0	557.0	100.0	100.0	95.0	95.0
JJAGMNAF_03348	BHNFMJIF_03225			hypothetical protein	hypothetical protein	377.0	377.0	99.457	99.457	100.0	100.0
JJAGMNAF_03349	BHNFMJIF_03228	bioC_2	bioC_2	Malonyl-[acyl-carrier protein] O-methyltransferase	Malonyl-[acyl-carrier protein] O-methyltransferase	530.0	530.0	99.219	99.219	98.0	98.0
JJAGMNAF_03350	BHNFMJIF_03229	yvbK	yvbK	putative N-acetyltransferase YvbK	putative N-acetyltransferase YvbK	307.0	307.0	99.338	99.338	100.0	100.0
JJAGMNAF_03351	BHNFMJIF_03230	blaVEB-1	PER-1	Beta-lactamase VEB-1	Extended-spectrum beta-lactamase PER-1	654.0	654.0	99.06	99.06	100.0	100.0
JJAGMNAF_03353	BHNFMJIF_03233			hypothetical protein	hypothetical protein	1559.0	1559.0	99.333	99.333	100.0	100.0
JJAGMNAF_03354	BHNFMJIF_03234			hypothetical protein	hypothetical protein	917.0	917.0	99.107	99.107	100.0	100.0
JJAGMNAF_03355	BHNFMJIF_03235	cat3	cat3	Chloramphenicol acetyltransferase 3	Chloramphenicol acetyltransferase 3	429.0	429.0	98.104	98.104	100.0	100.0
JJAGMNAF_03356	BHNFMJIF_03236			Phosphoserine phosphatase	Phosphoserine phosphatase	471.0	471.0	100.0	100.0	100.0	100.0
JJAGMNAF_03357	BHNFMJIF_03237			hypothetical protein	hypothetical protein	446.0	446.0	100.0	100.0	93.0	93.0
JJAGMNAF_03358	BHNFMJIF_03238			hypothetical protein	hypothetical protein	72.4	72.4	100.0	100.0	100.0	100.0
JJAGMNAF_03359	BHNFMJIF_03239	kdpC	kdpC	Potassium-transporting ATPase KdpC subunit	Potassium-transporting ATPase KdpC subunit	386.0	386.0	98.942	98.942	100.0	100.0
JJAGMNAF_03360	BHNFMJIF_03240	kdpB	kdpB	Potassium-transporting ATPase ATP-binding subunit	Potassium-transporting ATPase ATP-binding subunit	1279.0	1286.0	99.852	99.852	100.0	100.0
JJAGMNAF_03361	BHNFMJIF_03241	kdpA	kdpA	Potassium-transporting ATPase potassium-binding subunit	Potassium-transporting ATPase potassium-binding subunit	1113.0	1113.0	100.0	100.0	100.0	100.0
JJAGMNAF_03363	BHNFMJIF_03242	ymdB	ymdB	O-acetyl-ADP-ribose deacetylase	O-acetyl-ADP-ribose deacetylase	425.0	425.0	98.558	98.558	100.0	100.0
JJAGMNAF_03364	BHNFMJIF_03243	atoC_3	atoC_2	Regulatory protein AtoC	Regulatory protein AtoC	872.0	872.0	100.0	100.0	100.0	100.0
JJAGMNAF_03365	BHNFMJIF_03244	gbuA	gbuA	Glycine betaine/carnitine transport ATP-binding protein GbuA	Glycine betaine/carnitine transport ATP-binding protein GbuA	818.0	818.0	100.0	100.0	100.0	100.0
JJAGMNAF_03366	BHNFMJIF_03245	ousW	ousW	Glycine betaine/choline transport system permease protein OusW	Glycine betaine/choline transport system permease protein OusW	535.0	535.0	100.0	100.0	100.0	100.0
JJAGMNAF_03367	BHNFMJIF_03246			hypothetical protein	hypothetical protein	520.0	520.0	99.643	99.643	100.0	100.0
JJAGMNAF_03368	BHNFMJIF_03247			hypothetical protein	hypothetical protein	583.0	583.0	99.669	99.669	100.0	100.0
JJAGMNAF_03369	BHNFMJIF_03248			Putative acetyltransferase	Putative acetyltransferase	377.0	377.0	99.454	99.454	100.0	100.0
JJAGMNAF_03370	BHNFMJIF_03249			hypothetical protein	hypothetical protein	147.0	147.0	100.0	100.0	100.0	100.0
JJAGMNAF_03371	BHNFMJIF_03250	map_2	map_3	Methionine aminopeptidase	Methionine aminopeptidase	584.0	584.0	100.0	100.0	100.0	100.0
JJAGMNAF_03372	BHNFMJIF_03251	tsaD	tsaD	tRNA N6-adenosine threonylcarbamoyltransferase	tRNA N6-adenosine threonylcarbamoyltransferase	699.0	699.0	99.705	99.705	100.0	100.0
JJAGMNAF_03373	BHNFMJIF_03252	pncC	pncC	Nicotinamide-nucleotide amidohydrolase PncC	Nicotinamide-nucleotide amidohydrolase PncC	306.0	306.0	100.0	100.0	100.0	100.0
JJAGMNAF_03374	BHNFMJIF_03253	rpmB	rpmB	Large ribosomal subunit protein bL28	Large ribosomal subunit protein bL28	177.0	177.0	100.0	100.0	100.0	100.0
JJAGMNAF_03375	BHNFMJIF_03254	rpmG1	rpmG1	Large ribosomal subunit protein bL33A	Large ribosomal subunit protein bL33A	126.0	126.0	100.0	100.0	100.0	100.0
JJAGMNAF_03376	BHNFMJIF_03255			hypothetical protein	hypothetical protein	103.0	103.0	100.0	100.0	100.0	100.0
JJAGMNAF_03377	BHNFMJIF_03256	ftsY	ftsY	Signal recognition particle receptor FtsY	Signal recognition particle receptor FtsY	603.0	603.0	100.0	100.0	100.0	100.0
JJAGMNAF_03378	BHNFMJIF_03257	rimO	rimO	Ribosomal protein uS12 methylthiotransferase RimO	Ribosomal protein uS12 methylthiotransferase RimO	847.0	847.0	99.769	99.769	100.0	100.0
JJAGMNAF_03379	BHNFMJIF_03258	hup_2	hup_3	DNA-binding protein HU	DNA-binding protein HU	180.0	180.0	98.889	98.889	100.0	100.0
JJAGMNAF_03380	BHNFMJIF_03259	ihfA	ihfA	Integration host factor subunit alpha	Integration host factor subunit alpha	726.0	726.0	99.37	99.37	100.0	100.0
JJAGMNAF_03381	BHNFMJIF_03260	moxR1	moxR1	Chaperone MoxR1	Chaperone MoxR1	667.0	667.0	100.0	100.0	100.0	100.0
JJAGMNAF_03382	BHNFMJIF_03261			putative protein	putative protein	594.0	594.0	99.654	99.654	100.0	96.0
JJAGMNAF_03383	BHNFMJIF_03262			hypothetical protein	hypothetical protein	607.0	607.0	100.0	100.0	100.0	100.0
JJAGMNAF_03384	BHNFMJIF_03263			hypothetical protein	hypothetical protein	678.0	678.0	99.398	99.398	100.0	100.0
JJAGMNAF_03385	BHNFMJIF_03264			hypothetical protein	hypothetical protein	590.0	590.0	100.0	100.0	100.0	100.0
JJAGMNAF_03386	BHNFMJIF_03265			hypothetical protein	hypothetical protein	308.0	308.0	100.0	100.0	100.0	100.0
JJAGMNAF_03387	BHNFMJIF_03266			hypothetical protein	hypothetical protein	1175.0	1175.0	100.0	100.0	100.0	100.0
JJAGMNAF_03388	BHNFMJIF_03267			hypothetical protein	hypothetical protein	553.0	553.0	100.0	100.0	100.0	100.0
JJAGMNAF_03389	BHNFMJIF_03268			hypothetical protein	hypothetical protein	444.0	444.0	100.0	100.0	100.0	100.0
JJAGMNAF_03390	BHNFMJIF_03269			hypothetical protein	hypothetical protein	182.0	182.0	100.0	100.0	100.0	100.0
JJAGMNAF_03391	BHNFMJIF_03270			hypothetical protein	hypothetical protein	761.0	761.0	99.733	99.733	100.0	100.0
JJAGMNAF_03393	BHNFMJIF_03271			hypothetical protein	hypothetical protein	742.0	742.0	99.753	99.753	100.0	100.0
JJAGMNAF_03394	BHNFMJIF_03272	gyrA_2	gyrA_1	DNA gyrase subunit A GyrA	DNA gyrase subunit A GyrA	1723.0	1723.0	99.883	99.883	100.0	100.0
JJAGMNAF_03395	BHNFMJIF_03274	clpC	clpC	Negative regulator of genetic competence ClpC/MecB	Negative regulator of genetic competence ClpC/MecB	1644.0	1610.0	99.642	99.642	100.0	100.0
JJAGMNAF_03396	BHNFMJIF_03275	htpG	htpG	Chaperone protein HtpG	Chaperone protein HtpG	1361.0	1361.0	99.853	99.853	100.0	100.0
JJAGMNAF_03397	BHNFMJIF_03276			hypothetical protein	hypothetical protein	1507.0	1507.0	99.601	99.601	93.0	98.0
JJAGMNAF_03401	BHNFMJIF_03279	dapA_2	dapA_2	4-hydroxy-tetrahydrodipicolinate synthase	4-hydroxy-tetrahydrodipicolinate synthase	588.0	588.0	100.0	100.0	100.0	100.0
JJAGMNAF_03402	BHNFMJIF_03280	ligA	ligA	DNA ligase	DNA ligase	1347.0	1347.0	100.0	100.0	100.0	100.0
JJAGMNAF_03403	BHNFMJIF_03281	trmD	trmD	tRNA (guanine-N(1)-)-methyltransferase	tRNA (guanine-N(1)-)-methyltransferase	433.0	433.0	100.0	100.0	100.0	100.0
JJAGMNAF_03404	BHNFMJIF_03282	pyrD	pyrD_2	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit	616.0	616.0	99.67	99.67	100.0	100.0
JJAGMNAF_03405	BHNFMJIF_03283	pyrK_1	pyrK_2	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	539.0	539.0	99.639	99.639	100.0	100.0
JJAGMNAF_03406	BHNFMJIF_03284			hypothetical protein	hypothetical protein	284.0	284.0	100.0	100.0	100.0	100.0
JJAGMNAF_03407	BHNFMJIF_03286	holA	holA	DNA polymerase III subunit delta	DNA polymerase III subunit delta	692.0	692.0	100.0	100.0	100.0	100.0
JJAGMNAF_03408	BHNFMJIF_03287	amn	amn	AMP nucleosidase	AMP nucleosidase	573.0	573.0	99.635	99.635	100.0	100.0
JJAGMNAF_03409	BHNFMJIF_03288			hypothetical protein	hypothetical protein	259.0	259.0	100.0	100.0	100.0	100.0
JJAGMNAF_03410	BHNFMJIF_03289			hypothetical protein	hypothetical protein	479.0	479.0	100.0	100.0	100.0	100.0
JJAGMNAF_03411	BHNFMJIF_03290			GTP cyclohydrolase 1 type 2 	GTP cyclohydrolase 1 type 2 	745.0	745.0	99.725	99.725	100.0	100.0
JJAGMNAF_03412	BHNFMJIF_03291			hypothetical protein	hypothetical protein	191.0	191.0	100.0	100.0	100.0	100.0
JJAGMNAF_03413	BHNFMJIF_03292	fetB	fetB	putative iron export permease protein FetB	putative iron export permease protein FetB	462.0	462.0	100.0	100.0	100.0	100.0
JJAGMNAF_03414	BHNFMJIF_03293	argV	argV	Arginine transport ATP-binding protein ArgV	Arginine transport ATP-binding protein ArgV	427.0	427.0	99.55	99.55	100.0	100.0
JJAGMNAF_03415	BHNFMJIF_03294	proS	proS	Proline--tRNA ligase	Proline--tRNA ligase	1001.0	1001.0	100.0	100.0	100.0	100.0
JJAGMNAF_03416	BHNFMJIF_03295			hypothetical protein	hypothetical protein	772.0	772.0	99.739	99.739	100.0	100.0
JJAGMNAF_03417	BHNFMJIF_03296	glgB	glgB	1,4-alpha-glucan branching enzyme GlgB	1,4-alpha-glucan branching enzyme GlgB	1386.0	1386.0	100.0	100.0	100.0	100.0
JJAGMNAF_03418	BHNFMJIF_03297	tabA	tabA	Toxin-antitoxin biofilm protein TabA	Toxin-antitoxin biofilm protein TabA	295.0	295.0	99.315	99.315	100.0	100.0
JJAGMNAF_03419	BHNFMJIF_03298			hypothetical protein	hypothetical protein	457.0	457.0	99.548	99.548	100.0	100.0
JJAGMNAF_03420	BHNFMJIF_03299	suhB	suhB	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase	538.0	538.0	100.0	100.0	100.0	100.0
JJAGMNAF_03421	BHNFMJIF_03300			hypothetical protein	hypothetical protein	701.0	701.0	100.0	100.0	100.0	100.0
JJAGMNAF_03422	BHNFMJIF_03301			hypothetical protein	hypothetical protein	888.0	888.0	99.766	99.766	100.0	100.0
JJAGMNAF_03423	BHNFMJIF_03302	kpsU_1	kpsU	3-deoxy-manno-octulosonate cytidylyltransferase	3-deoxy-manno-octulosonate cytidylyltransferase	483.0	483.0	100.0	100.0	100.0	100.0
JJAGMNAF_03424	BHNFMJIF_03303			hypothetical protein	hypothetical protein	258.0	258.0	100.0	100.0	100.0	100.0
JJAGMNAF_03427	BHNFMJIF_03309	ybhR	ybhR_2	putative multidrug ABC transporter permease YbhR	putative multidrug ABC transporter permease YbhR	593.0	624.0	99.074	99.074	100.0	88.0
JJAGMNAF_03428	BHNFMJIF_03310	tal	tal	Transaldolase	Transaldolase	419.0	419.0	100.0	100.0	100.0	100.0
JJAGMNAF_03429	BHNFMJIF_03311			hypothetical protein	hypothetical protein	587.0	587.0	99.674	99.674	100.0	100.0
JJAGMNAF_03430	BHNFMJIF_03312			hypothetical protein	hypothetical protein	570.0	570.0	100.0	100.0	100.0	100.0
JJAGMNAF_03431	BHNFMJIF_03313	mrcA	mrcA	Penicillin-binding protein 1A	Penicillin-binding protein 1A	1578.0	1578.0	100.0	100.0	100.0	100.0
JJAGMNAF_03432	BHNFMJIF_03314	pyrB	pyrB	Aspartate carbamoyltransferase catalytic subunit	Aspartate carbamoyltransferase catalytic subunit	649.0	649.0	100.0	100.0	100.0	100.0
JJAGMNAF_03433	BHNFMJIF_03315	pyrI	pyrI	Aspartate carbamoyltransferase regulatory chain	Aspartate carbamoyltransferase regulatory chain	316.0	316.0	100.0	100.0	100.0	100.0
JJAGMNAF_03434	BHNFMJIF_03316	flr_2	flr_1	Flavoredoxin	Flavoredoxin	407.0	407.0	100.0	100.0	100.0	100.0
JJAGMNAF_03435	BHNFMJIF_03317			hypothetical protein	hypothetical protein	452.0	452.0	99.582	99.582	100.0	100.0
JJAGMNAF_03436	BHNFMJIF_03318	glyA	glyA	Serine hydroxymethyltransferase	Serine hydroxymethyltransferase	886.0	886.0	100.0	100.0	100.0	100.0
JJAGMNAF_03437	BHNFMJIF_03319	mepA_6	mepA_4	Multidrug export protein MepA	Multidrug export protein MepA	874.0	874.0	100.0	100.0	100.0	100.0
JJAGMNAF_03438	BHNFMJIF_03320	yiaD	yiaD	putative lipoprotein YiaD	putative lipoprotein YiaD	304.0	304.0	100.0	100.0	100.0	100.0
JJAGMNAF_03439	BHNFMJIF_03321	mtgA	mtgA	Biosynthetic peptidoglycan transglycosylase	Biosynthetic peptidoglycan transglycosylase	485.0	485.0	100.0	100.0	98.0	98.0
JJAGMNAF_03440	BHNFMJIF_03322			hypothetical protein	hypothetical protein	586.0	586.0	100.0	100.0	96.0	100.0
JJAGMNAF_03441	BHNFMJIF_03323			hypothetical protein	hypothetical protein	1155.0	1155.0	99.831	99.831	100.0	100.0
JJAGMNAF_03442	BHNFMJIF_03324	ecfG	ecfG	ECF RNA polymerase sigma factor EcfG	ECF RNA polymerase sigma factor EcfG	322.0	323.0	99.355	100.0	100.0	93.0
JJAGMNAF_03445	BHNFMJIF_03325			hypothetical protein	hypothetical protein	403.0	403.0	100.0	100.0	100.0	100.0
JJAGMNAF_03446	BHNFMJIF_03326	wbpI_3	wbpI	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase	692.0	692.0	99.448	99.448	100.0	100.0
JJAGMNAF_03447	BHNFMJIF_03327			hypothetical protein	hypothetical protein	905.0	903.0	100.0	99.782	95.0	100.0
JJAGMNAF_03448	BHNFMJIF_03328	pyrG	pyrG	CTP synthase	CTP synthase	1068.0	1068.0	99.812	99.812	100.0	100.0
JJAGMNAF_03449	BHNFMJIF_03329	yidC	yidC	Membrane protein insertase YidC	Membrane protein insertase YidC	1187.0	1187.0	100.0	100.0	100.0	100.0
JJAGMNAF_03450	BHNFMJIF_03331	dpp5	dpp5	Dipeptidyl-peptidase 5	Dipeptidyl-peptidase 5	1474.0	1474.0	99.858	99.858	100.0	100.0
JJAGMNAF_03451	BHNFMJIF_03337	rluD_2	rluD_2	Ribosomal large subunit pseudouridine synthase D	Ribosomal large subunit pseudouridine synthase D	637.0	637.0	99.351	99.351	100.0	100.0
JJAGMNAF_03452	BHNFMJIF_03336	rlmCD	rlmCD	23S rRNA (uracil-C(5))-methyltransferase RlmCD	23S rRNA (uracil-C(5))-methyltransferase RlmCD	935.0	935.0	99.154	99.154	100.0	100.0
JJAGMNAF_03453	BHNFMJIF_03335	ppdK	ppdK	Pyruvate, phosphate dikinase	Pyruvate, phosphate dikinase	1778.0	1778.0	99.783	99.783	100.0	100.0
JJAGMNAF_03531	BHNFMJIF_03344	guaA_2	guaA_4	GMP synthase [glutamine-hydrolyzing]	GMP synthase [glutamine-hydrolyzing]	1183.0	1184.0	96.926	96.926	100.0	100.0
JJAGMNAF_03532	BHNFMJIF_03345			hypothetical protein	hypothetical protein	297.0	297.0	99.31	99.31	100.0	100.0
JJAGMNAF_03533	BHNFMJIF_03349			hypothetical protein	hypothetical protein	1508.0	1508.0	99.61	99.61	100.0	100.0
JJAGMNAF_03534	BHNFMJIF_03350	yknY_5	yknY_3	putative ABC transporter ATP-binding protein YknY	putative ABC transporter ATP-binding protein YknY	452.0	452.0	100.0	100.0	100.0	100.0
JJAGMNAF_03535	BHNFMJIF_03351			hypothetical protein	hypothetical protein	1454.0	1454.0	99.87	99.87	100.0	100.0
JJAGMNAF_03536	BHNFMJIF_03352	dcp_3	dcp_3	Dipeptidyl carboxypeptidase	Dipeptidyl carboxypeptidase	1427.0	1427.0	99.857	99.857	100.0	100.0
JJAGMNAF_03537	BHNFMJIF_03353			hypothetical protein	hypothetical protein	760.0	760.0	100.0	100.0	100.0	100.0
JJAGMNAF_03538	BHNFMJIF_03354			hypothetical protein	hypothetical protein	540.0	540.0	98.592	98.592	100.0	100.0
JJAGMNAF_03539	BHNFMJIF_03355			hypothetical protein	hypothetical protein	155.0	155.0	100.0	100.0	100.0	100.0
JJAGMNAF_03540	BHNFMJIF_03356	wfeD	wfeD_2	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,4-galactosyltransferase	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,4-galactosyltransferase	485.0	485.0	98.312	98.312	100.0	100.0
JJAGMNAF_03551	BHNFMJIF_03365			hypothetical protein	hypothetical protein	246.0	246.0	97.521	97.521	95.0	100.0
JJAGMNAF_03552	BHNFMJIF_03366			hypothetical protein	hypothetical protein	367.0	367.0	98.901	98.901	100.0	100.0
JJAGMNAF_03553	BHNFMJIF_03367			hypothetical protein	hypothetical protein	276.0	276.0	98.551	98.551	100.0	100.0
JJAGMNAF_03554	BHNFMJIF_03368			hypothetical protein	hypothetical protein	290.0	290.0	100.0	100.0	100.0	100.0
JJAGMNAF_03555	BHNFMJIF_03369			hypothetical protein	hypothetical protein	300.0	300.0	100.0	100.0	100.0	100.0
JJAGMNAF_03556	BHNFMJIF_03370			hypothetical protein	hypothetical protein	154.0	154.0	98.667	98.667	100.0	100.0
JJAGMNAF_03557	BHNFMJIF_03371	bsaA	bsaA	Glutathione peroxidase BsaA	Glutathione peroxidase BsaA	369.0	369.0	100.0	100.0	100.0	100.0
JJAGMNAF_03559	BHNFMJIF_03372			hypothetical protein	hypothetical protein	1196.0	1196.0	98.983	98.983	100.0	100.0
JJAGMNAF_03560	BHNFMJIF_03373	zraR_5	zraR_2	Transcriptional regulatory protein ZraR	Transcriptional regulatory protein ZraR	920.0	920.0	99.327	99.327	100.0	100.0
JJAGMNAF_03561	BHNFMJIF_03374	sasA_9	sasA_9	Adaptive-response sensory-kinase SasA	Adaptive-response sensory-kinase SasA	888.0	888.0	99.538	99.538	100.0	100.0
JJAGMNAF_03562	BHNFMJIF_03375	recB	recB	RecBCD enzyme subunit RecB	RecBCD enzyme subunit RecB	2101.0	2101.0	99.055	99.055	100.0	100.0
JJAGMNAF_03563	BHNFMJIF_03376	addB	addB	ATP-dependent helicase/deoxyribonuclease subunit B	ATP-dependent helicase/deoxyribonuclease subunit B	1989.0	1989.0	99.687	99.687	100.0	100.0
