locus_tag	ftype	length_bp	gene	EC_number	COG	product
BHNFMJIF_03056	CDS	582				hypothetical protein
BHNFMJIF_03057	CDS	2589	clpB1		COG0542	Chaperone protein ClpB 1
BHNFMJIF_03058	CDS	1176				hypothetical protein
BHNFMJIF_03059	CDS	261				hypothetical protein
BHNFMJIF_03060	CDS	132				hypothetical protein
BHNFMJIF_03061	CDS	900	fim1C_3			Putative fimbrium subunit Fim1C
BHNFMJIF_03062	CDS	2553				hypothetical protein
BHNFMJIF_03063	CDS	894				hypothetical protein
BHNFMJIF_03064	CDS	141				hypothetical protein
BHNFMJIF_03065	CDS	1236	xerC_20			Tyrosine recombinase XerC
BHNFMJIF_03066	CDS	315				hypothetical protein
BHNFMJIF_03067	CDS	1098				hypothetical protein
BHNFMJIF_03068	CDS	612				hypothetical protein
BHNFMJIF_03069	CDS	1158	xerC_21			Tyrosine recombinase XerC
BHNFMJIF_03070	CDS	1350				hypothetical protein
BHNFMJIF_03071	CDS	1221				hypothetical protein
BHNFMJIF_03072	CDS	459				hypothetical protein
BHNFMJIF_03073	CDS	696				hypothetical protein
BHNFMJIF_03074	CDS	624				hypothetical protein
BHNFMJIF_03075	CDS	426				hypothetical protein
BHNFMJIF_03076	CDS	636				hypothetical protein
BHNFMJIF_03077	CDS	609				hypothetical protein
BHNFMJIF_03078	CDS	390				hypothetical protein
BHNFMJIF_03079	CDS	588				hypothetical protein
BHNFMJIF_03080	CDS	534				hypothetical protein
BHNFMJIF_03081	CDS	669				hypothetical protein
BHNFMJIF_03082	CDS	696				hypothetical protein
BHNFMJIF_03083	CDS	978				hypothetical protein
BHNFMJIF_03084	CDS	468				hypothetical protein
BHNFMJIF_03085	CDS	432				hypothetical protein
BHNFMJIF_03086	CDS	897				hypothetical protein
BHNFMJIF_03087	CDS	1431				hypothetical protein
BHNFMJIF_03088	CDS	738				hypothetical protein
BHNFMJIF_03089	CDS	876				hypothetical protein
BHNFMJIF_03090	CDS	564				hypothetical protein
BHNFMJIF_03091	CDS	1020				hypothetical protein
BHNFMJIF_03092	CDS	753				hypothetical protein
BHNFMJIF_03093	CDS	591				hypothetical protein
BHNFMJIF_03094	CDS	999				hypothetical protein
BHNFMJIF_03095	CDS	4113				hypothetical protein
BHNFMJIF_03096	CDS	486				hypothetical protein
BHNFMJIF_03097	CDS	1578				hypothetical protein
BHNFMJIF_03098	CDS	975				hypothetical protein
BHNFMJIF_03099	CDS	1038				hypothetical protein
BHNFMJIF_03100	CDS	798				hypothetical protein
BHNFMJIF_03101	CDS	174				hypothetical protein
BHNFMJIF_03102	CDS	444				hypothetical protein
BHNFMJIF_03103	CDS	435				hypothetical protein
BHNFMJIF_03104	CDS	432				hypothetical protein
BHNFMJIF_03105	CDS	504				hypothetical protein
BHNFMJIF_03106	CDS	396				hypothetical protein
BHNFMJIF_03107	CDS	522				hypothetical protein
BHNFMJIF_03108	CDS	516				hypothetical protein
BHNFMJIF_03109	CDS	831				hypothetical protein
BHNFMJIF_03110	CDS	144				hypothetical protein
BHNFMJIF_03111	CDS	441				hypothetical protein
BHNFMJIF_03112	CDS	597	coaE	2.7.1.24		Dephospho-CoA kinase
BHNFMJIF_03113	CDS	1014				hypothetical protein
BHNFMJIF_03114	CDS	315				hypothetical protein
BHNFMJIF_03115	CDS	927	nusB			Transcription antitermination protein NusB
BHNFMJIF_03116	CDS	384				hypothetical protein
BHNFMJIF_03117	CDS	597	ctc		COG1825	General stress protein Ctc
BHNFMJIF_03118	CDS	564	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
BHNFMJIF_03119	CDS	429	hslR		COG1188	Heat shock protein 15
BHNFMJIF_03120	CDS	426				hypothetical protein
BHNFMJIF_03121	CDS	2268	kefB_2			Glutathione-regulated potassium-efflux system protein KefB
BHNFMJIF_03122	CDS	1086	gcvT	2.1.2.10		Aminomethyltransferase
BHNFMJIF_03123	CDS	1221	pepT	3.4.11.4	COG2195	Peptidase T
BHNFMJIF_03124	CDS	1407	purF_2	2.4.2.14	COG0034	Amidophosphoribosyltransferase
BHNFMJIF_03125	CDS	366	fluC			Fluoride-specific ion channel FluC
BHNFMJIF_03126	CDS	756				hypothetical protein
BHNFMJIF_03127	CDS	3990	rcsC_26	2.7.13.3		Sensor histidine kinase RcsC
BHNFMJIF_03128	CDS	618				hypothetical protein
BHNFMJIF_03129	CDS	1917				hypothetical protein
BHNFMJIF_03130	CDS	825	coaW	2.7.1.33		Type II pantothenate kinase
BHNFMJIF_03131	rRNA	111				5S ribosomal RNA
BHNFMJIF_03132	rRNA	2888				23S ribosomal RNA
BHNFMJIF_03133	tRNA	75				tRNA-Ala(tgc)
BHNFMJIF_03134	tRNA	75				tRNA-Ile(gat)
BHNFMJIF_03135	CDS	519				hypothetical protein
BHNFMJIF_03136	CDS	789				hypothetical protein
BHNFMJIF_03137	CDS	498				hypothetical protein
BHNFMJIF_03138	CDS	444				hypothetical protein
BHNFMJIF_03139	CDS	408				hypothetical protein
BHNFMJIF_03140	CDS	633				hypothetical protein
BHNFMJIF_03141	CDS	789				hypothetical protein
BHNFMJIF_03142	CDS	99				hypothetical protein
BHNFMJIF_03143	CDS	417				hypothetical protein
BHNFMJIF_03144	CDS	444				hypothetical protein
BHNFMJIF_03145	CDS	1077				hypothetical protein
BHNFMJIF_03146	CDS	663				hypothetical protein
BHNFMJIF_03147	CDS	462				hypothetical protein
BHNFMJIF_03148	CDS	672				hypothetical protein
BHNFMJIF_03149	CDS	765				hypothetical protein
BHNFMJIF_03150	CDS	237				hypothetical protein
BHNFMJIF_03151	CDS	180				hypothetical protein
BHNFMJIF_03152	CDS	183				hypothetical protein
BHNFMJIF_03153	CDS	207				hypothetical protein
BHNFMJIF_03154	CDS	174				hypothetical protein
BHNFMJIF_03155	CDS	294				hypothetical protein
BHNFMJIF_03156	CDS	162				hypothetical protein
BHNFMJIF_03157	CDS	216				hypothetical protein
BHNFMJIF_03158	CDS	198				hypothetical protein
BHNFMJIF_03159	CDS	393				hypothetical protein
BHNFMJIF_03160	CDS	441				hypothetical protein
BHNFMJIF_03161	CDS	1086				hypothetical protein
BHNFMJIF_03162	CDS	1500				hypothetical protein
BHNFMJIF_03163	CDS	1242				hypothetical protein
BHNFMJIF_03164	CDS	1431				hypothetical protein
BHNFMJIF_03165	CDS	1074				hypothetical protein
BHNFMJIF_03166	CDS	123				hypothetical protein
BHNFMJIF_03167	CDS	3174			COG4771	TonB-dependent receptor P3
BHNFMJIF_03168	CDS	1674			COG0702	SusD-like protein P2
BHNFMJIF_03169	CDS	390			COG0664	Cyclic nucleotide-gated potassium channel
BHNFMJIF_03170	CDS	99				hypothetical protein
BHNFMJIF_03171	CDS	1221				IS256 family transposase ISDku1
BHNFMJIF_03172	CDS	852				hypothetical protein
BHNFMJIF_03173	CDS	678	aqpZ2		COG0580	Aquaporin Z 2
BHNFMJIF_03174	CDS	1134			COG2885	Outer membrane protein 41
BHNFMJIF_03175	CDS	312				hypothetical protein
BHNFMJIF_03176	CDS	477				hypothetical protein
BHNFMJIF_03177	CDS	123				hypothetical protein
BHNFMJIF_03178	CDS	1122				hypothetical protein
BHNFMJIF_03179	CDS	258				hypothetical protein
BHNFMJIF_03180	CDS	846	wbgN	2.4.1.341		Alpha-1,2-colitosyltransferase
BHNFMJIF_03181	CDS	141				hypothetical protein
BHNFMJIF_03182	CDS	846	mscS_2		COG0668	Small-conductance mechanosensitive channel
BHNFMJIF_03183	CDS	678				hypothetical protein
BHNFMJIF_03184	CDS	762				hypothetical protein
BHNFMJIF_03185	CDS	312				hypothetical protein
BHNFMJIF_03186	CDS	504	fldA		COG0716	Flavodoxin 1
BHNFMJIF_03187	CDS	345				hypothetical protein
BHNFMJIF_03188	CDS	123				hypothetical protein
BHNFMJIF_03189	CDS	171				hypothetical protein
BHNFMJIF_03190	CDS	297	trxA		COG3118	Thioredoxin 1
BHNFMJIF_03191	CDS	1764	aspS	6.1.1.12		Aspartate--tRNA ligase
BHNFMJIF_03192	CDS	528	ogt_2	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
BHNFMJIF_03193	CDS	591				hypothetical protein
BHNFMJIF_03194	CDS	888	ctu	3.5.1.20	COG0388	Citrullinase
BHNFMJIF_03195	CDS	1026	aguA	3.5.3.12	COG2957	Putative agmatine deiminase
BHNFMJIF_03196	CDS	4461				hypothetical protein
BHNFMJIF_03197	CDS	564				hypothetical protein
BHNFMJIF_03198	CDS	1452	nhaC		COG1757	Na(+)/H(+) antiporter NhaC
BHNFMJIF_03199	CDS	1377	pepE_2	3.4.22.-	COG3579	Aminopeptidase E
BHNFMJIF_03200	CDS	228				hypothetical protein
BHNFMJIF_03201	CDS	528				hypothetical protein
BHNFMJIF_03202	CDS	1026				hypothetical protein
BHNFMJIF_03203	CDS	177				hypothetical protein
BHNFMJIF_03204	CDS	588				hypothetical protein
BHNFMJIF_03205	CDS	1350	nqrA	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
BHNFMJIF_03206	CDS	1209	nqrB	7.2.1.1	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
BHNFMJIF_03207	CDS	675	nqrC	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
BHNFMJIF_03208	CDS	639	nqrD	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
BHNFMJIF_03209	CDS	597	nqrE	7.2.1.1	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
BHNFMJIF_03210	CDS	1269	nqrF	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
BHNFMJIF_03211	CDS	1314	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
BHNFMJIF_03212	CDS	1071	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
BHNFMJIF_03213	CDS	921		1.1.1.81	COG1052	Hydroxypyruvate reductase
BHNFMJIF_03214	CDS	1248				hypothetical protein
BHNFMJIF_03215	CDS	915				hypothetical protein
BHNFMJIF_03216	CDS	2307				hypothetical protein
BHNFMJIF_03217	CDS	246				hypothetical protein
BHNFMJIF_03218	CDS	531				hypothetical protein
BHNFMJIF_03219	CDS	807		3.1.3.-		Putative phosphatase
BHNFMJIF_03220	CDS	1236				hypothetical protein
BHNFMJIF_03221	CDS	663	sapB		COG1285	Protein SapB
BHNFMJIF_03222	CDS	1470	srrB	2.7.13.3		Sensor protein SrrB
BHNFMJIF_03223	CDS	1128	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
BHNFMJIF_03224	CDS	837				hypothetical protein
BHNFMJIF_03225	CDS	555				hypothetical protein
BHNFMJIF_03226	CDS	420				hypothetical protein
BHNFMJIF_03227	CDS	942	rhaR_7			HTH-type transcriptional activator RhaR
BHNFMJIF_03228	CDS	789	bioC_2	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
BHNFMJIF_03229	CDS	456	yvbK	2.3.1.-	COG0456	putative N-acetyltransferase YvbK
BHNFMJIF_03230	CDS	960	PER-1	3.5.2.6		Extended-spectrum beta-lactamase PER-1
BHNFMJIF_03231	CDS	927		3.2.1.28	COG3387	Trehalase
BHNFMJIF_03232	CDS	816		3.2.1.28	COG3387	Trehalase
BHNFMJIF_03233	CDS	2253				hypothetical protein
BHNFMJIF_03234	CDS	1347				hypothetical protein
BHNFMJIF_03235	CDS	636	cat3	2.3.1.28		Chloramphenicol acetyltransferase 3
BHNFMJIF_03236	CDS	690		3.1.3.3		Phosphoserine phosphatase
BHNFMJIF_03237	CDS	702				hypothetical protein
BHNFMJIF_03238	CDS	114				hypothetical protein
BHNFMJIF_03239	CDS	570	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
BHNFMJIF_03240	CDS	2034	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
BHNFMJIF_03241	CDS	1707	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
BHNFMJIF_03242	CDS	627	ymdB	3.1.1.106		O-acetyl-ADP-ribose deacetylase
BHNFMJIF_03243	CDS	1338	atoC_2		COG2204	Regulatory protein AtoC
BHNFMJIF_03244	CDS	1227	gbuA	7.6.2.9		Glycine betaine/carnitine transport ATP-binding protein GbuA
BHNFMJIF_03245	CDS	825	ousW		COG4176	Glycine betaine/choline transport system permease protein OusW
BHNFMJIF_03246	CDS	843				hypothetical protein
BHNFMJIF_03247	CDS	909				hypothetical protein
BHNFMJIF_03248	CDS	552		2.3.1.-		Putative acetyltransferase
BHNFMJIF_03249	CDS	219				hypothetical protein
BHNFMJIF_03250	CDS	855	map_3	3.4.11.18	COG0024	Methionine aminopeptidase
BHNFMJIF_03251	CDS	1020	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
BHNFMJIF_03252	CDS	501	pncC	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
BHNFMJIF_03253	CDS	261	rpmB		COG0227	Large ribosomal subunit protein bL28
BHNFMJIF_03254	CDS	189	rpmG1		COG0267	Large ribosomal subunit protein bL33A
BHNFMJIF_03255	CDS	156				hypothetical protein
BHNFMJIF_03256	CDS	960	ftsY	3.6.5.4	COG0552	Signal recognition particle receptor FtsY
BHNFMJIF_03257	CDS	1299	rimO	2.8.4.4	COG0621	Ribosomal protein uS12 methylthiotransferase RimO
BHNFMJIF_03258	CDS	273	hup_3			DNA-binding protein HU
BHNFMJIF_03259	CDS	1431	ihfA			Integration host factor subunit alpha
BHNFMJIF_03260	CDS	996	moxR1		COG0714	Chaperone MoxR1
BHNFMJIF_03261	CDS	906			COG1721	putative protein
BHNFMJIF_03262	CDS	1098				hypothetical protein
BHNFMJIF_03263	CDS	999				hypothetical protein
BHNFMJIF_03264	CDS	1023				hypothetical protein
BHNFMJIF_03265	CDS	708				hypothetical protein
BHNFMJIF_03266	CDS	1836				hypothetical protein
BHNFMJIF_03267	CDS	819				hypothetical protein
BHNFMJIF_03268	CDS	708				hypothetical protein
BHNFMJIF_03269	CDS	270				hypothetical protein
BHNFMJIF_03270	CDS	1128				hypothetical protein
BHNFMJIF_03271	CDS	1218				hypothetical protein
BHNFMJIF_03272	CDS	2568	gyrA_1			DNA gyrase subunit A GyrA
BHNFMJIF_03273	CDS	90				hypothetical protein
BHNFMJIF_03274	CDS	2517	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
BHNFMJIF_03275	CDS	2046	htpG		COG0326	Chaperone protein HtpG
BHNFMJIF_03276	CDS	2310				hypothetical protein
BHNFMJIF_03277	tRNA	75				tRNA-Arg(acg)
BHNFMJIF_03278	tRNA	75				tRNA-Arg(acg)
BHNFMJIF_03279	CDS	870	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
BHNFMJIF_03280	CDS	1998	ligA	6.5.1.2		DNA ligase
BHNFMJIF_03281	CDS	675	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
BHNFMJIF_03282	CDS	912	pyrD_2	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
BHNFMJIF_03283	CDS	834	pyrK_2			Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
BHNFMJIF_03284	CDS	414				hypothetical protein
BHNFMJIF_03285	CDS	174				hypothetical protein
BHNFMJIF_03286	CDS	1017	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
BHNFMJIF_03287	CDS	825	amn	3.2.2.4	COG0775	AMP nucleosidase
BHNFMJIF_03288	CDS	378				hypothetical protein
BHNFMJIF_03289	CDS	792				hypothetical protein
BHNFMJIF_03290	CDS	1095				GTP cyclohydrolase 1 type 2 
BHNFMJIF_03291	CDS	279				hypothetical protein
BHNFMJIF_03292	CDS	798	fetB		COG0390	putative iron export permease protein FetB
BHNFMJIF_03293	CDS	669	argV	7.4.2.1	COG1126	Arginine transport ATP-binding protein ArgV
BHNFMJIF_03294	CDS	1491	proS	6.1.1.15	COG0442	Proline--tRNA ligase
BHNFMJIF_03295	CDS	1152				hypothetical protein
BHNFMJIF_03296	CDS	2028	glgB	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
BHNFMJIF_03297	CDS	441	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
BHNFMJIF_03298	CDS	666				hypothetical protein
BHNFMJIF_03299	CDS	789	suhB	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
BHNFMJIF_03300	CDS	1119				hypothetical protein
BHNFMJIF_03301	CDS	1287				hypothetical protein
BHNFMJIF_03302	CDS	759	kpsU	2.7.7.38		3-deoxy-manno-octulosonate cytidylyltransferase
BHNFMJIF_03303	CDS	375				hypothetical protein
BHNFMJIF_03304	CDS	618				hypothetical protein
BHNFMJIF_03305	CDS	1299				hypothetical protein
BHNFMJIF_03306	CDS	897				hypothetical protein
BHNFMJIF_03307	CDS	1455	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
BHNFMJIF_03308	CDS	1107	ybhR_1		COG0842	putative multidrug ABC transporter permease YbhR
BHNFMJIF_03309	CDS	1107	ybhR_2		COG0842	putative multidrug ABC transporter permease YbhR
BHNFMJIF_03310	CDS	657	tal	2.2.1.2	COG0176	Transaldolase
BHNFMJIF_03311	CDS	924				hypothetical protein
BHNFMJIF_03312	CDS	828				hypothetical protein
BHNFMJIF_03313	CDS	2328	mrcA		COG5009	Penicillin-binding protein 1A
BHNFMJIF_03314	CDS	942	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
BHNFMJIF_03315	CDS	468	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
BHNFMJIF_03316	CDS	588	flr_1			Flavoredoxin
BHNFMJIF_03317	CDS	720				hypothetical protein
BHNFMJIF_03318	CDS	1281	glyA	2.1.2.1		Serine hydroxymethyltransferase
BHNFMJIF_03319	CDS	1344	mepA_4			Multidrug export protein MepA
BHNFMJIF_03320	CDS	720	yiaD		COG2885	putative lipoprotein YiaD
BHNFMJIF_03321	CDS	723	mtgA	2.4.99.28	COG0744	Biosynthetic peptidoglycan transglycosylase
BHNFMJIF_03322	CDS	852				hypothetical protein
BHNFMJIF_03323	CDS	1776				hypothetical protein
BHNFMJIF_03324	CDS	504	ecfG			ECF RNA polymerase sigma factor EcfG
BHNFMJIF_03325	CDS	615				hypothetical protein
BHNFMJIF_03326	CDS	1089	wbpI	5.1.3.23		UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
BHNFMJIF_03327	CDS	1377				hypothetical protein
BHNFMJIF_03328	CDS	1599	pyrG	6.3.4.2	COG0504	CTP synthase
BHNFMJIF_03329	CDS	1866	yidC		COG0706	Membrane protein insertase YidC
BHNFMJIF_03330	CDS	234				hypothetical protein
BHNFMJIF_03331	CDS	2121	dpp5	3.4.14.-	COG0823	Dipeptidyl-peptidase 5
BHNFMJIF_03332	CDS	351				hypothetical protein
BHNFMJIF_03333	CDS	1005				hypothetical protein
BHNFMJIF_03334	CDS	327				hypothetical protein
BHNFMJIF_03335	CDS	2766	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
BHNFMJIF_03336	CDS	1422	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
BHNFMJIF_03337	CDS	927	rluD_2	5.4.99.23		Ribosomal large subunit pseudouridine synthase D
BHNFMJIF_03338	CDS	681				hypothetical protein
BHNFMJIF_03339	CDS	1458				hypothetical protein
BHNFMJIF_03340	CDS	1167				hypothetical protein
BHNFMJIF_03341	CDS	1866				hypothetical protein
BHNFMJIF_03342	CDS	222				hypothetical protein
BHNFMJIF_03343	CDS	1290				hypothetical protein
BHNFMJIF_03344	CDS	1857	guaA_4	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
BHNFMJIF_03345	CDS	438				hypothetical protein
BHNFMJIF_03346	CDS	99				hypothetical protein
BHNFMJIF_03347	CDS	1221				IS256 family transposase ISDku1
BHNFMJIF_03348	CDS	2325				hypothetical protein
BHNFMJIF_03349	CDS	2313				hypothetical protein
BHNFMJIF_03350	CDS	675	yknY_3	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
BHNFMJIF_03351	CDS	2310				hypothetical protein
BHNFMJIF_03352	CDS	2106	dcp_3	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
BHNFMJIF_03353	CDS	1161				hypothetical protein
BHNFMJIF_03354	CDS	855				hypothetical protein
BHNFMJIF_03355	CDS	231				hypothetical protein
BHNFMJIF_03356	CDS	714	wfeD_2	2.4.1.304		UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,4-galactosyltransferase
BHNFMJIF_03357	CDS	1077				hypothetical protein
BHNFMJIF_03358	CDS	987	arnC_4	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
BHNFMJIF_03359	CDS	1011	mshA_8	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BHNFMJIF_03360	CDS	1110	gtfA_5	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
BHNFMJIF_03361	CDS	876				hypothetical protein
BHNFMJIF_03362	CDS	1209				hypothetical protein
BHNFMJIF_03363	CDS	858				hypothetical protein
BHNFMJIF_03364	CDS	1368				hypothetical protein
BHNFMJIF_03365	CDS	366				hypothetical protein
BHNFMJIF_03366	CDS	549				hypothetical protein
BHNFMJIF_03367	CDS	417				hypothetical protein
BHNFMJIF_03368	CDS	429				hypothetical protein
BHNFMJIF_03369	CDS	474				hypothetical protein
BHNFMJIF_03370	CDS	228				hypothetical protein
BHNFMJIF_03371	CDS	540	bsaA			Glutathione peroxidase BsaA
BHNFMJIF_03372	CDS	1773				hypothetical protein
BHNFMJIF_03373	CDS	1341	zraR_2			Transcriptional regulatory protein ZraR
BHNFMJIF_03374	CDS	1302	sasA_9	2.7.13.3		Adaptive-response sensory-kinase SasA
BHNFMJIF_03375	CDS	3177	recB	5.6.2.4		RecBCD enzyme subunit RecB
BHNFMJIF_03376	CDS	2880	addB	3.1.-.-		ATP-dependent helicase/deoxyribonuclease subunit B
BHNFMJIF_03377	CDS	828	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
BHNFMJIF_03378	CDS	1557	dnaC	5.6.2.3	COG0305	Replicative DNA helicase DnaC
BHNFMJIF_03379	CDS	2463	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
BHNFMJIF_03380	CDS	741			COG0217	putative transcriptional regulatory protein
BHNFMJIF_03381	CDS	246				hypothetical protein
BHNFMJIF_03382	CDS	2364	uvrB_2			UvrABC system protein B
BHNFMJIF_03383	CDS	810				hypothetical protein
BHNFMJIF_03384	CDS	1089	wclR_2	2.4.1.343		UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol alpha-1,3-galactosyltransferase
BHNFMJIF_03385	CDS	636				hypothetical protein
BHNFMJIF_03386	CDS	1221				hypothetical protein
BHNFMJIF_03387	CDS	105				hypothetical protein
BHNFMJIF_03388	CDS	1074	mftC	4.1.99.26	COG0535	Mycofactocin maturase MftC
BHNFMJIF_03389	CDS	1179	glgA_2	2.4.1.21		Glycogen synthase
BHNFMJIF_03390	CDS	1107				hypothetical protein
BHNFMJIF_03391	CDS	1191	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
BHNFMJIF_03392	CDS	216				hypothetical protein
BHNFMJIF_03393	CDS	447				hypothetical protein
BHNFMJIF_03394	CDS	2265				hypothetical protein
BHNFMJIF_03395	CDS	222				hypothetical protein
BHNFMJIF_03396	CDS	507				hypothetical protein
BHNFMJIF_03397	CDS	606				hypothetical protein
BHNFMJIF_03398	CDS	1146				hypothetical protein
BHNFMJIF_03399	CDS	105				hypothetical protein
BHNFMJIF_03400	CDS	1347				hypothetical protein
BHNFMJIF_03401	CDS	1128	mshA_9	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BHNFMJIF_03402	CDS	984				hypothetical protein
BHNFMJIF_03403	CDS	723	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BHNFMJIF_03404	CDS	1209	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
BHNFMJIF_03405	CDS	225				hypothetical protein
BHNFMJIF_03406	CDS	474				hypothetical protein
BHNFMJIF_03407	CDS	1206	purT_2	6.3.1.21		Formate-dependent phosphoribosylglycinamide formyltransferase
BHNFMJIF_03408	CDS	1110	vioA	2.6.1.33		dTDP-4-amino-4,6-dideoxy-D-glucose transaminase
BHNFMJIF_03409	CDS	1434				hypothetical protein
BHNFMJIF_03410	CDS	816				hypothetical protein
BHNFMJIF_03411	CDS	2424				hypothetical protein
BHNFMJIF_03412	CDS	711	yknY_4	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
BHNFMJIF_03413	CDS	1251	mdtA_4			Multidrug resistance protein MdtA
BHNFMJIF_03414	CDS	1308				hypothetical protein
BHNFMJIF_03415	CDS	1332	zraR_3			Transcriptional regulatory protein ZraR
BHNFMJIF_03416	CDS	1323	walK	2.7.13.3	COG5002	Sensor protein kinase WalK
BHNFMJIF_03417	CDS	1533				hypothetical protein
BHNFMJIF_03418	CDS	1503	glnA_3	6.3.1.2	COG0174	Glutamine synthetase
BHNFMJIF_03419	tRNA	74				tRNA-Gly(gcc)
BHNFMJIF_03420	tRNA	84				tRNA-Leu(cag)
BHNFMJIF_03421	tRNA	74				tRNA-Gly(gcc)
BHNFMJIF_03422	CDS	1164		4.1.1.127	COG0019	Carboxyaminopropylagmatine decarboxylase
BHNFMJIF_03423	CDS	2391	pcrA	5.6.2.4	COG0210	ATP-dependent DNA helicase PcrA
BHNFMJIF_03424	CDS	618	sodB	1.15.1.1		Superoxide dismutase [Fe]
BHNFMJIF_03425	CDS	201				hypothetical protein
BHNFMJIF_03426	CDS	627	thiE_1	2.5.1.3	COG0352	Thiamine-phosphate synthase
BHNFMJIF_03427	CDS	774	thiG	2.8.1.10	COG2022	Thiazole synthase
BHNFMJIF_03428	CDS	1701	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
BHNFMJIF_03429	CDS	516				hypothetical protein
BHNFMJIF_03430	CDS	573				hypothetical protein
BHNFMJIF_03431	CDS	1131	thiH	4.1.99.19		2-iminoacetate synthase
BHNFMJIF_03432	CDS	693	ttuC	2.7.7.80	COG0476	Sulfur carrier protein adenylyltransferase
BHNFMJIF_03433	CDS	1125	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
BHNFMJIF_03434	CDS	354				hypothetical protein
BHNFMJIF_03435	CDS	609	thiE_2	2.5.1.3		Thiamine-phosphate synthase
BHNFMJIF_03436	CDS	939	prs	2.7.6.1		Ribose-phosphate pyrophosphokinase
BHNFMJIF_03437	CDS	1311	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
BHNFMJIF_03438	CDS	792	potC		COG1177	Spermidine/putrescine transport system permease protein PotC
BHNFMJIF_03439	CDS	798	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
BHNFMJIF_03440	CDS	1389	uup_5	3.6.1.-		ATP-binding protein Uup
BHNFMJIF_03441	CDS	1119	resA_13			Thiol-disulfide oxidoreductase ResA
BHNFMJIF_03442	CDS	165				hypothetical protein
BHNFMJIF_03443	CDS	2565	glgP_2	2.4.1.1	COG0058	Glycogen phosphorylase
BHNFMJIF_03444	CDS	1671				hypothetical protein
BHNFMJIF_03445	CDS	465	ntpK		COG0636	V-type sodium ATPase subunit K
BHNFMJIF_03446	CDS	1806	ntpI		COG1269	V-type sodium ATPase subunit I
BHNFMJIF_03447	CDS	606	atpD_2			A-type ATP synthase subunit D
