locus_tag	ftype	length_bp	gene	EC_number	COG	product
JJAGMNAF_03145	CDS	819	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
JJAGMNAF_03146	CDS	834				hypothetical protein
JJAGMNAF_03147	CDS	3489	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
JJAGMNAF_03148	CDS	381	dksA			RNA polymerase-binding transcription factor DksA
JJAGMNAF_03149	CDS	639	lspA	3.4.23.36		Lipoprotein signal peptidase
JJAGMNAF_03150	CDS	975				hypothetical protein
JJAGMNAF_03151	CDS	324				hypothetical protein
JJAGMNAF_03152	CDS	756	rlmP	2.1.1.-	COG0566	23S rRNA (guanosine(2553)-2'-O)-methyltransferase RlmP
JJAGMNAF_03153	CDS	2325	bamA_4			Outer membrane protein assembly factor BamA
JJAGMNAF_03154	CDS	249				hypothetical protein
JJAGMNAF_03155	CDS	585				hypothetical protein
JJAGMNAF_03156	CDS	219				hypothetical protein
JJAGMNAF_03157	tRNA	74				tRNA-Lys(ctt)
JJAGMNAF_03158	tRNA	74				tRNA-Lys(ctt)
JJAGMNAF_03159	tRNA	74				tRNA-Lys(ctt)
JJAGMNAF_03160	CDS	804	yycJ	3.1.11.-	COG1235	Exodeoxyribonuclease YycJ
JJAGMNAF_03161	CDS	963				hypothetical protein
JJAGMNAF_03162	CDS	1200	resA_13			Thiol-disulfide oxidoreductase ResA
JJAGMNAF_03163	CDS	1407	uxaC	5.3.1.12	COG1904	Uronate isomerase
JJAGMNAF_03164	CDS	1440	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
JJAGMNAF_03165	CDS	414				hypothetical protein
JJAGMNAF_03166	CDS	729				hypothetical protein
JJAGMNAF_03167	CDS	1152				hypothetical protein
JJAGMNAF_03168	CDS	1038	hmuU		COG0609	Hemin transport system permease protein HmuU
JJAGMNAF_03169	CDS	1023	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JJAGMNAF_03170	CDS	1797	cbiD	2.1.1.195		Cobalt-precorrin-5B C(1)-methyltransferase
JJAGMNAF_03171	CDS	1812	cysG_1	4.99.1.4		Siroheme synthase
JJAGMNAF_03172	CDS	1182	cbiET			Cobalamin biosynthesis bifunctional protein CbiET
JJAGMNAF_03173	CDS	1407	cysG_2	4.99.1.4		Siroheme synthase
JJAGMNAF_03174	CDS	561	flr_1			Flavoredoxin
JJAGMNAF_03175	CDS	537				hypothetical protein
JJAGMNAF_03176	CDS	174				hypothetical protein
JJAGMNAF_03177	CDS	1104	yhcG_3	3.1.-.-	COG4804	Putative nuclease YhcG
JJAGMNAF_03178	CDS	801				hypothetical protein
JJAGMNAF_03179	CDS	909	rhaS_8			HTH-type transcriptional activator RhaS
JJAGMNAF_03180	CDS	888				hypothetical protein
JJAGMNAF_03181	CDS	1761	dxs_2	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
JJAGMNAF_03182	CDS	1158				hypothetical protein
JJAGMNAF_03183	CDS	2178	cirA_2		COG4771	Colicin I receptor
JJAGMNAF_03184	CDS	381				hypothetical protein
JJAGMNAF_03185	CDS	2304	btuB_8			Vitamin B12 transporter BtuB
JJAGMNAF_03186	CDS	954	metF_2	1.5.1.54		5,10-methylenetetrahydrofolate reductase
JJAGMNAF_03187	CDS	1050	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
JJAGMNAF_03188	CDS	2520	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha
JJAGMNAF_03189	CDS	210				hypothetical protein
JJAGMNAF_03190	CDS	558				hypothetical protein
JJAGMNAF_03191	CDS	1689	aspT_4			Aspartate/alanine antiporter
JJAGMNAF_03192	CDS	1533	mmdA_2	7.2.4.3		Methylmalonyl-CoA decarboxylase subunit alpha
JJAGMNAF_03193	CDS	516				hypothetical protein
JJAGMNAF_03194	CDS	1512	accC_2	6.3.4.14	COG0439	Biotin carboxylase
JJAGMNAF_03195	CDS	252				hypothetical protein
JJAGMNAF_03196	CDS	2094				hypothetical protein
JJAGMNAF_03197	CDS	468				hypothetical protein
JJAGMNAF_03198	CDS	1197				hypothetical protein
JJAGMNAF_03199	CDS	2061	cirA_3		COG4771	Colicin I receptor
JJAGMNAF_03200	CDS	2178	btuB_9			Vitamin B12 transporter BtuB
JJAGMNAF_03201	CDS	1689	aspT_5			Aspartate/alanine antiporter
JJAGMNAF_03202	CDS	1329	cbiA	6.3.5.11		Cobyrinate a,c-diamide synthase
JJAGMNAF_03203	CDS	576	yvqK	2.5.1.17	COG2096	Corrinoid adenosyltransferase
JJAGMNAF_03204	CDS	1491	cobQ			Cobyric acid synthase
JJAGMNAF_03205	CDS	1011	cobD_1	4.1.1.81		Threonine-phosphate decarboxylase
JJAGMNAF_03206	CDS	933	cobD_2		COG1270	Cobalamin biosynthesis protein CobD
JJAGMNAF_03207	tRNA	74				tRNA-Gly(ccc)
JJAGMNAF_03208	CDS	1215	xerC_19			Tyrosine recombinase XerC
JJAGMNAF_03209	CDS	858				hypothetical protein
JJAGMNAF_03210	CDS	975				hypothetical protein
JJAGMNAF_03211	CDS	120				hypothetical protein
JJAGMNAF_03212	CDS	588				hypothetical protein
JJAGMNAF_03213	CDS	432				hypothetical protein
JJAGMNAF_03214	CDS	1731				hypothetical protein
JJAGMNAF_03215	CDS	1017				hypothetical protein
JJAGMNAF_03216	CDS	273				hypothetical protein
JJAGMNAF_03217	CDS	126				hypothetical protein
JJAGMNAF_03218	CDS	93				hypothetical protein
JJAGMNAF_03219	CDS	501				hypothetical protein
JJAGMNAF_03220	CDS	267				hypothetical protein
JJAGMNAF_03221	CDS	471				hypothetical protein
JJAGMNAF_03222	CDS	507				hypothetical protein
JJAGMNAF_03223	CDS	393				hypothetical protein
JJAGMNAF_03224	CDS	294				hypothetical protein
JJAGMNAF_03225	CDS	345				hypothetical protein
JJAGMNAF_03226	CDS	378				hypothetical protein
JJAGMNAF_03227	CDS	861	ftsI_2	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
JJAGMNAF_03228	CDS	636				hypothetical protein
JJAGMNAF_03229	CDS	420				hypothetical protein
JJAGMNAF_03230	CDS	135				hypothetical protein
JJAGMNAF_03231	CDS	1254				hypothetical protein
JJAGMNAF_03232	CDS	225				hypothetical protein
JJAGMNAF_03233	CDS	114				hypothetical protein
JJAGMNAF_03234	CDS	1614				IS1182 family transposase ISBthe2
JJAGMNAF_03235	CDS	294				hypothetical protein
JJAGMNAF_03236	CDS	672				hypothetical protein
JJAGMNAF_03237	CDS	753				hypothetical protein
JJAGMNAF_03238	CDS	144				hypothetical protein
JJAGMNAF_03239	CDS	252				hypothetical protein
JJAGMNAF_03240	CDS	342				hypothetical protein
JJAGMNAF_03241	CDS	531	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
JJAGMNAF_03242	CDS	750	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
JJAGMNAF_03243	CDS	1038	cobT	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
JJAGMNAF_03244	CDS	510	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
JJAGMNAF_03245	CDS	525				hypothetical protein
JJAGMNAF_03246	CDS	1131				hypothetical protein
JJAGMNAF_03247	CDS	1314	tuaD	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase TuaD
JJAGMNAF_03248	CDS	789				hypothetical protein
JJAGMNAF_03249	CDS	276				hypothetical protein
JJAGMNAF_03250	CDS	1278	cshA_2	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
JJAGMNAF_03251	CDS	1233	serB	3.1.3.3		Phosphoserine phosphatase
JJAGMNAF_03252	CDS	495	resA_14			Thiol-disulfide oxidoreductase ResA
JJAGMNAF_03253	CDS	621		3.1.3.-	COG1011	D-ribitol-5-phosphate phosphatase
JJAGMNAF_03254	CDS	1173				hypothetical protein
JJAGMNAF_03255	CDS	1131	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
JJAGMNAF_03256	CDS	2478	lon2	3.4.21.53		Lon protease 2
JJAGMNAF_03257	CDS	705	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
JJAGMNAF_03258	CDS	1035	dagK_1	2.7.1.107		Diacylglycerol kinase
JJAGMNAF_03259	CDS	1188	spt	2.3.1.50	COG0156	Serine palmitoyltransferase
JJAGMNAF_03260	CDS	888				hypothetical protein
JJAGMNAF_03261	CDS	2253				hypothetical protein
JJAGMNAF_03262	CDS	675	yknY_4	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
JJAGMNAF_03263	CDS	2400				hypothetical protein
JJAGMNAF_03264	CDS	2370				hypothetical protein
JJAGMNAF_03265	CDS	2397				hypothetical protein
JJAGMNAF_03266	CDS	1251				hypothetical protein
JJAGMNAF_03267	CDS	1470				hypothetical protein
JJAGMNAF_03268	CDS	924	esiB		COG0790	Secretory immunoglobulin A-binding protein EsiB
JJAGMNAF_03269	CDS	1368	atoC_2		COG2204	Regulatory protein AtoC
JJAGMNAF_03270	CDS	1332	sasA_8	2.7.13.3		Adaptive-response sensory-kinase SasA
JJAGMNAF_03271	tRNA	76				tRNA-Pro(tgg)
JJAGMNAF_03272	CDS	1215	xerC_20			Tyrosine recombinase XerC
JJAGMNAF_03273	CDS	486				hypothetical protein
JJAGMNAF_03274	CDS	495				hypothetical protein
JJAGMNAF_03275	CDS	1821				hypothetical protein
JJAGMNAF_03276	CDS	1026				hypothetical protein
JJAGMNAF_03277	CDS	285				hypothetical protein
JJAGMNAF_03278	CDS	462				hypothetical protein
JJAGMNAF_03279	CDS	639				hypothetical protein
JJAGMNAF_03280	CDS	375				hypothetical protein
JJAGMNAF_03281	CDS	819				hypothetical protein
JJAGMNAF_03282	CDS	774				hypothetical protein
JJAGMNAF_03283	CDS	2379				hypothetical protein
JJAGMNAF_03284	CDS	1005				hypothetical protein
JJAGMNAF_03285	CDS	756				IS21 family transposase ISSau9
JJAGMNAF_03286	CDS	1563				hypothetical protein
JJAGMNAF_03287	CDS	1071				hypothetical protein
JJAGMNAF_03288	CDS	123				hypothetical protein
JJAGMNAF_03289	CDS	3039			COG4771	TonB-dependent receptor P3
JJAGMNAF_03290	CDS	1332			COG0702	SusD-like protein P2
JJAGMNAF_03291	CDS	390			COG0664	Cyclic nucleotide-gated potassium channel
JJAGMNAF_03292	CDS	411				hypothetical protein
JJAGMNAF_03293	CDS	270				hypothetical protein
JJAGMNAF_03294	CDS	447				hypothetical protein
JJAGMNAF_03295	CDS	258				hypothetical protein
JJAGMNAF_03296	CDS	1059				hypothetical protein
JJAGMNAF_03297	CDS	276				hypothetical protein
JJAGMNAF_03298	CDS	729				hypothetical protein
JJAGMNAF_03299	CDS	258				hypothetical protein
JJAGMNAF_03300	CDS	846	wbgN	2.4.1.341		Alpha-1,2-colitosyltransferase
JJAGMNAF_03301	CDS	141				hypothetical protein
JJAGMNAF_03302	CDS	846	mscS_2		COG0668	Small-conductance mechanosensitive channel
JJAGMNAF_03303	CDS	678				hypothetical protein
JJAGMNAF_03304	CDS	759				hypothetical protein
JJAGMNAF_03305	CDS	639				hypothetical protein
JJAGMNAF_03306	CDS	153				hypothetical protein
JJAGMNAF_03307	CDS	582				hypothetical protein
JJAGMNAF_03308	CDS	522				hypothetical protein
JJAGMNAF_03309	CDS	504	fldA		COG0716	Flavodoxin 1
JJAGMNAF_03310	CDS	345				hypothetical protein
JJAGMNAF_03311	CDS	123				hypothetical protein
JJAGMNAF_03312	CDS	171				hypothetical protein
JJAGMNAF_03313	CDS	297	trxA		COG3118	Thioredoxin 1
JJAGMNAF_03314	CDS	1764	aspS	6.1.1.12		Aspartate--tRNA ligase
JJAGMNAF_03315	CDS	528	ogt_1	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
JJAGMNAF_03316	CDS	591				hypothetical protein
JJAGMNAF_03317	CDS	888	ctu	3.5.1.20	COG0388	Citrullinase
JJAGMNAF_03318	CDS	1026	aguA	3.5.3.12	COG2957	Putative agmatine deiminase
JJAGMNAF_03319	CDS	4461				hypothetical protein
JJAGMNAF_03320	CDS	564				hypothetical protein
JJAGMNAF_03321	CDS	1452	nhaC		COG1757	Na(+)/H(+) antiporter NhaC
JJAGMNAF_03322	CDS	1377	pepE_2	3.4.22.-	COG3579	Aminopeptidase E
JJAGMNAF_03323	CDS	903				hypothetical protein
JJAGMNAF_03324	CDS	567				hypothetical protein
JJAGMNAF_03325	CDS	435				hypothetical protein
JJAGMNAF_03326	CDS	177				hypothetical protein
JJAGMNAF_03327	CDS	831				hypothetical protein
JJAGMNAF_03328	CDS	1350	nqrA	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
JJAGMNAF_03329	CDS	1209	nqrB	7.2.1.1	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
JJAGMNAF_03330	CDS	675	nqrC	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
JJAGMNAF_03331	CDS	639	nqrD	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
JJAGMNAF_03332	CDS	597	nqrE	7.2.1.1	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
JJAGMNAF_03333	CDS	1275	nqrF	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
JJAGMNAF_03334	CDS	1314	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
JJAGMNAF_03335	CDS	1071	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
JJAGMNAF_03336	CDS	921		1.1.1.81	COG1052	Hydroxypyruvate reductase
JJAGMNAF_03337	CDS	1248				hypothetical protein
JJAGMNAF_03338	CDS	915				hypothetical protein
JJAGMNAF_03339	CDS	2307				hypothetical protein
JJAGMNAF_03340	CDS	246				hypothetical protein
JJAGMNAF_03341	CDS	531				hypothetical protein
JJAGMNAF_03342	CDS	807		3.1.3.-		Putative phosphatase
JJAGMNAF_03343	CDS	1236				hypothetical protein
JJAGMNAF_03344	CDS	669	sapB		COG1285	Protein SapB
JJAGMNAF_03345	CDS	1470	srrB	2.7.13.3		Sensor protein SrrB
JJAGMNAF_03346	CDS	1128	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
JJAGMNAF_03347	CDS	837				hypothetical protein
JJAGMNAF_03348	CDS	555				hypothetical protein
JJAGMNAF_03349	CDS	789	bioC_2	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
JJAGMNAF_03350	CDS	456	yvbK	2.3.1.-	COG0456	putative N-acetyltransferase YvbK
JJAGMNAF_03351	CDS	960	blaVEB-1	3.5.2.6		Beta-lactamase VEB-1
JJAGMNAF_03352	CDS	1788		3.2.1.28	COG3387	Trehalase
JJAGMNAF_03353	CDS	2253				hypothetical protein
JJAGMNAF_03354	CDS	1347				hypothetical protein
JJAGMNAF_03355	CDS	636	cat3	2.3.1.28		Chloramphenicol acetyltransferase 3
JJAGMNAF_03356	CDS	690		3.1.3.3		Phosphoserine phosphatase
JJAGMNAF_03357	CDS	702				hypothetical protein
JJAGMNAF_03358	CDS	114				hypothetical protein
JJAGMNAF_03359	CDS	570	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
JJAGMNAF_03360	CDS	2034	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
JJAGMNAF_03361	CDS	1707	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
JJAGMNAF_03362	CDS	99				hypothetical protein
JJAGMNAF_03363	CDS	627	ymdB	3.1.1.106		O-acetyl-ADP-ribose deacetylase
JJAGMNAF_03364	CDS	1338	atoC_3		COG2204	Regulatory protein AtoC
JJAGMNAF_03365	CDS	1227	gbuA	7.6.2.9		Glycine betaine/carnitine transport ATP-binding protein GbuA
JJAGMNAF_03366	CDS	825	ousW		COG4176	Glycine betaine/choline transport system permease protein OusW
JJAGMNAF_03367	CDS	843				hypothetical protein
JJAGMNAF_03368	CDS	909				hypothetical protein
JJAGMNAF_03369	CDS	552		2.3.1.-		Putative acetyltransferase
JJAGMNAF_03370	CDS	219				hypothetical protein
JJAGMNAF_03371	CDS	855	map_2	3.4.11.18	COG0024	Methionine aminopeptidase
JJAGMNAF_03372	CDS	1020	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
JJAGMNAF_03373	CDS	501	pncC	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
JJAGMNAF_03374	CDS	261	rpmB		COG0227	Large ribosomal subunit protein bL28
JJAGMNAF_03375	CDS	189	rpmG1		COG0267	Large ribosomal subunit protein bL33A
JJAGMNAF_03376	CDS	156				hypothetical protein
JJAGMNAF_03377	CDS	960	ftsY	3.6.5.4	COG0552	Signal recognition particle receptor FtsY
JJAGMNAF_03378	CDS	1299	rimO	2.8.4.4	COG0621	Ribosomal protein uS12 methylthiotransferase RimO
JJAGMNAF_03379	CDS	273	hup_2			DNA-binding protein HU
JJAGMNAF_03380	CDS	1431	ihfA			Integration host factor subunit alpha
JJAGMNAF_03381	CDS	996	moxR1		COG0714	Chaperone MoxR1
JJAGMNAF_03382	CDS	870			COG1721	putative protein
JJAGMNAF_03383	CDS	1098				hypothetical protein
JJAGMNAF_03384	CDS	999				hypothetical protein
JJAGMNAF_03385	CDS	1023				hypothetical protein
JJAGMNAF_03386	CDS	708				hypothetical protein
JJAGMNAF_03387	CDS	1836				hypothetical protein
JJAGMNAF_03388	CDS	819				hypothetical protein
JJAGMNAF_03389	CDS	708				hypothetical protein
JJAGMNAF_03390	CDS	270				hypothetical protein
JJAGMNAF_03391	CDS	1128				hypothetical protein
JJAGMNAF_03392	CDS	1359				hypothetical protein
JJAGMNAF_03393	CDS	1218				hypothetical protein
JJAGMNAF_03394	CDS	2568	gyrA_2			DNA gyrase subunit A GyrA
JJAGMNAF_03395	CDS	2517	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
JJAGMNAF_03396	CDS	2046	htpG		COG0326	Chaperone protein HtpG
JJAGMNAF_03397	CDS	2424				hypothetical protein
JJAGMNAF_03398	tRNA	75				tRNA-Arg(acg)
JJAGMNAF_03399	tRNA	75				tRNA-Arg(acg)
JJAGMNAF_03400	tRNA	75				tRNA-Arg(acg)
JJAGMNAF_03401	CDS	870	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
JJAGMNAF_03402	CDS	1998	ligA	6.5.1.2		DNA ligase
JJAGMNAF_03403	CDS	675	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
JJAGMNAF_03404	CDS	912	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
JJAGMNAF_03405	CDS	834	pyrK_1			Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
JJAGMNAF_03406	CDS	414				hypothetical protein
JJAGMNAF_03407	CDS	1017	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
JJAGMNAF_03408	CDS	825	amn	3.2.2.4	COG0775	AMP nucleosidase
JJAGMNAF_03409	CDS	378				hypothetical protein
JJAGMNAF_03410	CDS	792				hypothetical protein
JJAGMNAF_03411	CDS	1095				GTP cyclohydrolase 1 type 2 
JJAGMNAF_03412	CDS	279				hypothetical protein
JJAGMNAF_03413	CDS	798	fetB		COG0390	putative iron export permease protein FetB
JJAGMNAF_03414	CDS	669	argV	7.4.2.1	COG1126	Arginine transport ATP-binding protein ArgV
JJAGMNAF_03415	CDS	1491	proS	6.1.1.15	COG0442	Proline--tRNA ligase
JJAGMNAF_03416	CDS	1152				hypothetical protein
JJAGMNAF_03417	CDS	2028	glgB	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
JJAGMNAF_03418	CDS	441	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
JJAGMNAF_03419	CDS	666				hypothetical protein
JJAGMNAF_03420	CDS	789	suhB	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
JJAGMNAF_03421	CDS	1119				hypothetical protein
JJAGMNAF_03422	CDS	1287				hypothetical protein
JJAGMNAF_03423	CDS	759	kpsU_1	2.7.7.38		3-deoxy-manno-octulosonate cytidylyltransferase
JJAGMNAF_03424	CDS	375				hypothetical protein
JJAGMNAF_03425	CDS	423				hypothetical protein
JJAGMNAF_03426	CDS	198				hypothetical protein
JJAGMNAF_03427	CDS	975	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
JJAGMNAF_03428	CDS	657	tal	2.2.1.2	COG0176	Transaldolase
JJAGMNAF_03429	CDS	924				hypothetical protein
JJAGMNAF_03430	CDS	828				hypothetical protein
JJAGMNAF_03431	CDS	2328	mrcA		COG5009	Penicillin-binding protein 1A
JJAGMNAF_03432	CDS	942	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
JJAGMNAF_03433	CDS	468	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
JJAGMNAF_03434	CDS	588	flr_2			Flavoredoxin
JJAGMNAF_03435	CDS	720				hypothetical protein
JJAGMNAF_03436	CDS	1281	glyA	2.1.2.1		Serine hydroxymethyltransferase
JJAGMNAF_03437	CDS	1344	mepA_6			Multidrug export protein MepA
JJAGMNAF_03438	CDS	720	yiaD		COG2885	putative lipoprotein YiaD
JJAGMNAF_03439	CDS	723	mtgA	2.4.99.28	COG0744	Biosynthetic peptidoglycan transglycosylase
JJAGMNAF_03440	CDS	885				hypothetical protein
JJAGMNAF_03441	CDS	1776				hypothetical protein
JJAGMNAF_03442	CDS	468	ecfG			ECF RNA polymerase sigma factor EcfG
JJAGMNAF_03443	CDS	1005				hypothetical protein
JJAGMNAF_03444	CDS	351				hypothetical protein
JJAGMNAF_03445	CDS	615				hypothetical protein
JJAGMNAF_03446	CDS	1089	wbpI_3	5.1.3.23		UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
JJAGMNAF_03447	CDS	1443				hypothetical protein
JJAGMNAF_03448	CDS	1599	pyrG	6.3.4.2	COG0504	CTP synthase
JJAGMNAF_03449	CDS	1866	yidC		COG0706	Membrane protein insertase YidC
JJAGMNAF_03450	CDS	2121	dpp5	3.4.14.-	COG0823	Dipeptidyl-peptidase 5
JJAGMNAF_03451	CDS	927	rluD_2	5.4.99.23		Ribosomal large subunit pseudouridine synthase D
JJAGMNAF_03452	CDS	1422	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
JJAGMNAF_03453	CDS	2766	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
JJAGMNAF_03454	CDS	1500				hypothetical protein
JJAGMNAF_03455	CDS	210				hypothetical protein
JJAGMNAF_03456	CDS	1044				hypothetical protein
JJAGMNAF_03457	CDS	861				hypothetical protein
JJAGMNAF_03458	CDS	396				hypothetical protein
JJAGMNAF_03459	CDS	1596				hypothetical protein
JJAGMNAF_03460	CDS	849				hypothetical protein
JJAGMNAF_03461	CDS	444				hypothetical protein
JJAGMNAF_03462	CDS	591				hypothetical protein
JJAGMNAF_03463	CDS	690				hypothetical protein
JJAGMNAF_03464	CDS	399				hypothetical protein
JJAGMNAF_03465	CDS	291				hypothetical protein
JJAGMNAF_03466	CDS	2301				hypothetical protein
JJAGMNAF_03467	CDS	1656				hypothetical protein
JJAGMNAF_03468	CDS	660				hypothetical protein
JJAGMNAF_03469	CDS	738				hypothetical protein
JJAGMNAF_03470	CDS	699				hypothetical protein
JJAGMNAF_03471	CDS	678				hypothetical protein
JJAGMNAF_03472	CDS	1140				hypothetical protein
JJAGMNAF_03473	CDS	597				hypothetical protein
JJAGMNAF_03474	CDS	492				hypothetical protein
JJAGMNAF_03475	CDS	1239				hypothetical protein
JJAGMNAF_03476	CDS	873				hypothetical protein
JJAGMNAF_03477	CDS	474				hypothetical protein
JJAGMNAF_03478	CDS	2337				hypothetical protein
JJAGMNAF_03479	CDS	696				hypothetical protein
JJAGMNAF_03480	CDS	1074				hypothetical protein
JJAGMNAF_03481	CDS	1278				hypothetical protein
JJAGMNAF_03482	CDS	585				hypothetical protein
JJAGMNAF_03483	CDS	627				hypothetical protein
JJAGMNAF_03484	CDS	777				hypothetical protein
JJAGMNAF_03485	CDS	1269	mutS_3			DNA mismatch repair protein MutS
JJAGMNAF_03486	CDS	231				hypothetical protein
JJAGMNAF_03487	CDS	1326				hypothetical protein
JJAGMNAF_03488	CDS	1185				hypothetical protein
JJAGMNAF_03489	CDS	744				hypothetical protein
JJAGMNAF_03490	CDS	540				hypothetical protein
JJAGMNAF_03491	CDS	561				hypothetical protein
JJAGMNAF_03492	CDS	678				hypothetical protein
JJAGMNAF_03493	CDS	177				hypothetical protein
JJAGMNAF_03494	CDS	303				hypothetical protein
JJAGMNAF_03495	CDS	237				hypothetical protein
JJAGMNAF_03496	CDS	432				hypothetical protein
JJAGMNAF_03497	CDS	1275				hypothetical protein
JJAGMNAF_03498	CDS	765	soj_3	3.6.4.-	COG1192	Sporulation initiation inhibitor protein Soj
JJAGMNAF_03499	CDS	474				hypothetical protein
JJAGMNAF_03500	CDS	1941				hypothetical protein
JJAGMNAF_03501	CDS	918				hypothetical protein
JJAGMNAF_03502	CDS	498	gph_2	3.1.3.18		Phosphoglycolate phosphatase
JJAGMNAF_03503	CDS	981				hypothetical protein
JJAGMNAF_03504	CDS	147				hypothetical protein
JJAGMNAF_03505	CDS	474				hypothetical protein
JJAGMNAF_03506	CDS	234				hypothetical protein
JJAGMNAF_03507	CDS	2262	recD2_4	5.6.2.3	COG0507	ATP-dependent RecD2 DNA helicase
JJAGMNAF_03508	CDS	3084				hypothetical protein
JJAGMNAF_03509	CDS	1806				hypothetical protein
JJAGMNAF_03510	CDS	1293				hypothetical protein
JJAGMNAF_03511	CDS	2316				hypothetical protein
JJAGMNAF_03512	CDS	387				hypothetical protein
JJAGMNAF_03513	CDS	210				hypothetical protein
JJAGMNAF_03514	CDS	363				hypothetical protein
JJAGMNAF_03515	CDS	378				hypothetical protein
JJAGMNAF_03516	CDS	255				hypothetical protein
JJAGMNAF_03517	CDS	570				hypothetical protein
JJAGMNAF_03518	CDS	480				hypothetical protein
JJAGMNAF_03519	CDS	678	lexA	3.4.21.88		LexA repressor
JJAGMNAF_03520	CDS	483	dinB_2	2.7.7.7		DNA polymerase IV
JJAGMNAF_03521	CDS	786	umuC		COG0389	Protein UmuC
JJAGMNAF_03522	CDS	498				hypothetical protein
JJAGMNAF_03523	CDS	1056				hypothetical protein
JJAGMNAF_03524	CDS	285			COG0776	DNA-binding protein HU
JJAGMNAF_03525	CDS	1572				hypothetical protein
JJAGMNAF_03526	CDS	3291	dnaG_5	2.7.7.101		DNA primase
JJAGMNAF_03527	CDS	204				hypothetical protein
JJAGMNAF_03528	CDS	318				hypothetical protein
JJAGMNAF_03529	CDS	192				hypothetical protein
JJAGMNAF_03530	CDS	450				hypothetical protein
JJAGMNAF_03531	CDS	1857	guaA_2	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
JJAGMNAF_03532	CDS	438				hypothetical protein
JJAGMNAF_03533	CDS	2313				hypothetical protein
JJAGMNAF_03534	CDS	675	yknY_5	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
JJAGMNAF_03535	CDS	2310				hypothetical protein
JJAGMNAF_03536	CDS	2106	dcp_3	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
JJAGMNAF_03537	CDS	1161				hypothetical protein
JJAGMNAF_03538	CDS	855				hypothetical protein
JJAGMNAF_03539	CDS	231				hypothetical protein
JJAGMNAF_03540	CDS	714	wfeD	2.4.1.304		UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,4-galactosyltransferase
